trip_id,pickup_datetime,dropoff_datetime,pickup_zone,dropoff_zone,distance_km,fare_sgd,tip_sgd,payment_type,passengers
SG-TX-101514,2024-08-05 02:15:18,2024-08-05 03:03:45,,Bugis,4.5,7.45,1.08,Credit Card,3
SG-TX-101515,2023-11-16 20:36:52,2023-11-16 21:25:47,Clementi,,9.6,8.58,,Card,3
SG-TX-101516,2024-11-05 22:22:08,2024-11-05 23:01:29,Jurong West,Paya Lebar,1.78,6.86,4.46,credit card,1
SG-TX-101517,2022-05-20 20:13:37,2022-05-20 21:10:41,Little India,Paya Lebar,18.69,12.56,,Cash Payment,2
SG-TX-101518,2023-01-17 07:10:55,2023-01-17 07:45:28,Punggol,Serangoon,4.19,5.41,,GrabPay,4
SG-TX-101519,2022-05-03 22:50:16,2022-05-03 22:56:38,Little India,Punggol,6.8,4.28,,Mastercard,4
SG-TX-101520,2022-04-10 06:35:29,2022-04-10 07:13:49,,Jurong East,19.49,10.24,,CASH,1
SG-TX-101521,2023-06-02 05:56:25,2023-06-02 06:44:11,Novena,Serangoon,13.6,7.27,,Credit Card,3
SG-TX-101522,2022-09-05 14:50:07,2022-09-05 15:00:40,Kallang,Toa Payoh,0.84,4.85,,Card,3
SG-TX-101523,2023-03-23 05:51:49,2023-03-23 06:02:34,Jurong West,Queenstown,0.55,3.9,,Card,3
SG-TX-101524,2023-04-25 20:59:04,2023-04-25 21:19:05,Changi Airport,Kallang,13.01,11.64,5.0,Card,3
SG-TX-101525,2023-11-12 12:46:23,2023-11-12 13:37:49,Tampines,,7.97,7.53,,Cash,4
SG-TX-101526,2024-11-02 11:31:32,2024-11-02 12:05:32,Serangoon,Clementi,4.92,5.75,,GRAB,2
SG-TX-101527,2024-07-19 22:17:46,2024-07-19 23:16:28,Pasir Ris,Tiong Bahru,15.53,9.62,,Mastercard,3
SG-TX-101528,2023-02-19 15:03:41,2023-02-19 15:56:41,Chinatown,Pasir Ris,6.1,-17.65,,cash,3
SG-TX-101529,2022-12-23 20:11:02,2022-12-23 20:46:32,Buona Vista,Pasir Ris,15.01,9.45,,GrabPay,3
SG-TX-101530,2024-04-24 18:25:06,2024-04-24 19:07:26,Pasir Ris,Ang Mo Kio,9.79,6.83,,credit card,4
SG-TX-101531,2022-05-16 12:32:58,2022-05-16 12:56:10,Changi Airport,Newton,5.08,7.97,,Card,1
SG-TX-101532,2023-08-16 08:41:56,2023-08-16 08:51:54,Punggol,Ang Mo Kio,3.88,6.18,2.91,Card,4
SG-TX-101533,2023-04-09 15:01:27,2023-04-09 15:28:22,Holland Village,Novena,6.3,6.38,2.75,VISA,3
SG-TX-101534,2022-07-20 08:36:06,2022-07-20 09:13:40,,Hougang,1.23,5.42,,Credit Card,4
SG-TX-101535,2023-11-07 15:04:10,2023-11-07 15:19:11,Jurong West,Tiong Bahru,8.05,7.54,,Cash Payment,2
SG-TX-101536,2022-12-18 12:35:24,2022-12-18 12:52:35,Hougang,Clementi,22.6,14.64,,CASH,2
SG-TX-101537,2022-07-23 09:59:21,2022-07-23 10:05:10,Newton,Holland Village,20.87,12.07,,Nets,1
SG-TX-101538,2023-12-17 21:33:33,2023-12-17 22:18:55,Serangoon,Serangoon,9.61,11.33,,Mastercard,4
SG-TX-101539,2022-07-10 22:06:28,2022-07-10 23:00:56,Kallang,Little India,14.61,9.6,2.62,Card,4
SG-TX-101540,2024-01-08 10:44:08,2024-01-08 11:34:38,Sengkang,Kallang,14.4,12.71,,Cash,2
SG-TX-101541,2022-06-27 15:43:05,2022-06-27 16:08:58,Buona Vista,Newton,20.8,12.98,,Credit Card,1
SG-TX-101542,2023-04-22 11:55:13,2023-04-22 12:32:51,Buona Vista,Punggol,6.29,7.94,,Cash,3
SG-TX-101543,2024-06-04 13:26:47,2024-06-04 14:24:37,,Little India,7.76,8.49,,CASH,3
SG-TX-101544,2022-09-08 14:17:38,2022-09-08 14:55:09,Sengkang,Sengkang,7.89,9.17,,CASH,3
SG-TX-101545,2024-04-21 07:40:58,2024-04-21 08:02:14,Bedok,Bukit Timah,1.5,3.9,4.83,VISA,1
SG-TX-101546,2024-03-02 05:02:09,2024-03-02 05:25:46,Queenstown,Bedok,8.21,9.21,,Mastercard,4
SG-TX-101547,2024-09-16 07:29:30,2024-09-16 08:14:29,Ang Mo Kio,Tampines,22.01,16.57,,Cash,2
SG-TX-101548,2022-07-05 02:02:11,2022-07-05 02:31:43,Newton,Punggol,22.84,13.79,,Cash,3
SG-TX-101549,2024-02-23 18:25:22,2024-02-23 19:16:25,Marina Bay,Pasir Ris,3.19,5.39,0.6,Card,4
SG-TX-101550,2024-10-23 14:09:34,2024-10-23 15:02:05,Ang Mo Kio,Bukit Timah,11.72,8.39,,Card,3
SG-TX-101551,2024-04-16 06:26:38,2024-04-16 06:33:36,,,9.84,7.81,4.28,Credit Card,1
SG-TX-101552,2022-07-25 22:36:56,2022-07-25 23:21:42,Chinatown,Tiong Bahru,12.49,12.09,,cash,4
SG-TX-101553,2024-06-20 02:07:48,2024-06-20 02:33:08,Jurong West,Changi Airport,14.09,8.73,0.56,VISA,3
SG-TX-101554,2022-04-28 14:44:39,2022-04-28 15:18:14,Changi Airport,Sengkang,1.0,3.9,,Nets,4
SG-TX-101555,2023-10-08 08:57:35,2023-10-08 09:17:08,Toa Payoh,Raffles Place,21.13,15.83,3.81,Mastercard,3
SG-TX-101556,2023-06-30 10:07:30,2023-06-30 10:32:45,Changi Airport,Bugis,24.35,15.8,,CASH,4
SG-TX-101557,2023-08-06 01:30:48,2023-08-06 01:53:58,Changi Airport,Novena,16.51,14.51,,Card,4
SG-TX-101558,2023-07-24 10:13:57,2023-07-24 10:21:43,Novena,Bugis,16.68,10.73,,CASH,1
SG-TX-101559,2022-02-04 11:57:46,2022-02-04 12:45:49,Toa Payoh,Serangoon,13.44,10.14,,CASH,1
SG-TX-101560,2023-07-11 23:30:23,2023-07-11 23:43:14,Bugis,Clementi,8.69,6.82,,cash,1
SG-TX-101561,2023-04-24 14:06:05,2023-04-24 14:31:45,Kallang,Raffles Place,4.15,5.98,,GrabPay,4
SG-TX-101562,2022-10-31 11:55:14,2022-10-31 12:10:50,Novena,Kallang,14.81,7.9,,Mastercard,1
SG-TX-101563,2024-12-26 07:36:39,2024-12-26 07:50:29,Orchard,Chinatown,1.6,5.65,,Grab,2
SG-TX-101564,2022-04-19 11:53:48,2022-04-19 12:19:20,Hougang,Toa Payoh,20.7,13.7,4.16,Mastercard,4
SG-TX-101565,2023-06-17 23:07:30,2023-06-18 00:03:01,Ang Mo Kio,Marina Bay,10.81,8.68,3.08,VISA,2
SG-TX-101566,2023-07-16 19:22:23,2023-07-16 20:19:18,Holland Village,Bedok,10.66,8.11,,Cash Payment,1
SG-TX-101567,2023-06-08 19:54:24,2023-06-08 20:20:23,Changi Airport,Little India,8.52,6.39,,Mastercard,2
SG-TX-101568,2024-10-07 05:04:47,2024-10-07 05:37:34,Queenstown,Paya Lebar,24.25,15.9,,Cash Payment,1
SG-TX-101569,2023-04-08 06:08:04,2023-04-08 07:07:16,Ang Mo Kio,Bugis,4.79,4.3,4.82,Credit Card,2
SG-TX-101570,2024-12-02 17:43:36,2024-12-02 18:01:30,Raffles Place,Tampines,4.21,6.56,,Cash,3
SG-TX-101571,2022-03-15 05:47:04,2022-03-15 06:44:01,Newton,Chinatown,4.56,9.06,0.98,Credit Card,3
SG-TX-101572,2024-03-15 09:27:36,2024-03-15 09:38:24,Sengkang,Little India,16.63,13.61,4.58,Card,3
SG-TX-101573,2023-10-12 21:07:52,2023-10-12 21:25:17,Woodlands,Ang Mo Kio,24.8,-37.7,,cash,1
SG-TX-101574,2022-09-21 15:19:10,2022-09-21 15:42:46,Jurong West,Bishan,6.27,5.92,,Cash,4
SG-TX-101575,2022-09-07 20:27:51,2022-09-07 20:34:53,Tiong Bahru,Jurong West,22.69,-38.78,,Nets,2
SG-TX-101576,2024-02-28 18:28:11,2024-02-28 19:18:02,Serangoon,Changi Airport,120.07,57.83,,Cash Payment,2
SG-TX-101577,2023-11-30 19:39:59,2023-11-30 20:32:01,Buona Vista,Bugis,16.37,9.17,,Cash Payment,3
SG-TX-101578,2023-11-01 20:12:50,2023-11-01 20:38:55,Queenstown,Novena,1.49,5.15,,cash,1
SG-TX-101579,2022-02-25 17:07:24,2022-02-25 17:58:24,,Toa Payoh,12.64,9.57,4.1,credit card,2
SG-TX-101580,2023-10-18 06:42:55,2023-10-18 07:30:24,Changi Airport,Bukit Timah,16.54,14.21,3.86,Mastercard,2
SG-TX-101581,2024-12-11 14:24:22,2024-12-11 15:13:26,Jurong West,,13.64,9.66,,CASH,1
SG-TX-101582,2022-01-19 23:40:08,2022-01-20 00:29:16,Changi Airport,Serangoon,6.33,8.5,,credit card,4
SG-TX-101583,2023-05-30 00:42:34,2023-05-30 01:19:06,Bukit Timah,Chinatown,20.8,11.36,3.73,Card,2
SG-TX-101584,2023-06-26 20:06:29,2023-06-26 20:17:34,Changi Airport,Newton,24.27,13.28,,cash,1
SG-TX-101585,2024-09-09 20:15:11,2024-09-09 21:10:58,Little India,Raffles Place,11.75,10.27,,Nets,2
SG-TX-101586,2022-11-06 23:58:44,2022-11-07 00:37:12,Buona Vista,Paya Lebar,16.08,12.76,,Nets,4
SG-TX-101587,2023-06-06 05:09:39,2023-06-06 06:04:13,Jurong West,Bugis,19.87,11.4,,Cash,3
SG-TX-101588,2024-02-26 01:01:05,2024-02-26 01:58:50,Queenstown,Novena,6.42,6.82,,Cash Payment,3
SG-TX-101589,2022-03-08 02:56:30,2022-03-08 03:11:47,Serangoon,Sengkang,21.68,11.58,,Cash Payment,4
SG-TX-101590,2024-05-27 23:51:10,2024-05-28 00:18:17,Paya Lebar,Marina Bay,7.36,6.94,,Cash,1
SG-TX-101591,2024-06-20 03:30:18,2024-06-20 03:45:53,Punggol,Novena,19.51,13.93,,Card,3
SG-TX-101592,2024-02-28 17:35:40,2024-02-28 17:43:28,Newton,Ang Mo Kio,3.25,4.71,1.51,VISA,2
SG-TX-101593,2023-12-12 09:49:29,2023-12-12 10:47:38,Changi Airport,Bugis,7.57,6.93,4.81,VISA,3
SG-TX-101594,2024-03-30 09:09:36,2024-03-30 10:05:22,Little India,Holland Village,13.57,8.31,,Cash,4
SG-TX-101595,2024-05-06 19:20:14,2024-05-06 20:16:28,Marina Bay,Novena,13.36,8.94,,cash,1
SG-TX-101596,2024-09-17 02:54:07,2024-09-17 03:47:43,Tiong Bahru,Chinatown,21.34,16.14,,nets,1
SG-TX-101597,2023-04-15 06:34:48,2023-04-15 07:15:28,Raffles Place,Marina Bay,24.91,15.22,,Grab,4
SG-TX-101598,2023-05-15 20:06:18,2023-05-15 20:40:01,Pasir Ris,Little India,3.13,3.9,,Cash,2
SG-TX-101599,2023-12-01 04:17:17,2023-12-01 05:16:48,Queenstown,Novena,7.15,6.64,,Mastercard,2
SG-TX-101600,2022-07-31 15:01:15,2022-07-31 15:36:37,Bukit Timah,Bukit Timah,9.26,5.67,,Credit Card,1
SG-TX-101601,2024-07-27 10:14:51,2024-07-27 10:55:11,Kallang,Sengkang,12.23,7.88,,Mastercard,2
SG-TX-101602,2024-04-24 11:34:58,2024-04-24 11:51:36,Jurong East,Jurong East,12.6,11.61,,VISA,1
SG-TX-101603,2023-11-23 15:32:43,2023-11-23 16:18:47,Pasir Ris,Hougang,21.48,13.35,,GRAB,1
SG-TX-101604,2022-11-27 14:38:19,2022-11-27 15:28:23,Hougang,Orchard,19.38,15.46,,Cash Payment,1
SG-TX-101605,2023-01-17 01:12:26,2023-01-17 01:54:45,Raffles Place,Buona Vista,0.96,4.19,,cash,1
SG-TX-101606,2023-04-22 17:34:15,2023-04-22 18:06:40,Holland Village,Woodlands,11.65,9.09,,nets,4
SG-TX-101607,2023-12-28 03:10:42,2023-12-28 03:26:34,Toa Payoh,Bedok,15.64,11.9,,Cash,4
SG-TX-101608,2024-05-02 17:25:44,2024-05-02 17:32:35,Punggol,Orchard,11.78,5.19,,Cash,4
SG-TX-101609,2024-01-07 08:27:09,2024-01-07 09:06:39,Queenstown,Hougang,3.7,5.87,2.74,Credit Card,1
SG-TX-101610,2024-10-16 04:57:07,2024-10-16 05:39:40,Serangoon,Tampines,10.24,8.43,,GRAB,2
SG-TX-101611,2024-11-18 19:16:46,2024-11-18 20:04:15,Changi Airport,Chinatown,10.59,10.89,,Mastercard,2
SG-TX-101612,2024-02-12 13:50:22,2024-02-12 14:47:38,Toa Payoh,Raffles Place,5.1,7.64,,Grab,3
SG-TX-101613,2023-02-11 12:28:39,2023-02-11 13:01:00,Novena,Marina Bay,19.03,10.76,1.17,Credit Card,1
SG-TX-101614,2023-10-19 13:54:29,2023-10-19 14:45:05,Bishan,Holland Village,8.37,9.53,,Cash,1
SG-TX-101615,2023-04-11 21:21:02,2023-04-11 22:05:25,Serangoon,Clementi,14.93,10.23,,Mastercard,4
SG-TX-101616,2023-11-21 11:45:31,2023-11-21 12:05:45,Jurong East,,13.14,8.45,,Grab,2
SG-TX-101617,2024-06-09 02:04:56,2024-06-09 02:56:24,Paya Lebar,,22.0,14.09,,GrabPay,4
SG-TX-101618,2023-02-09 18:55:13,2023-02-09 19:03:08,Orchard,Little India,3.49,5.17,,CASH,1
SG-TX-101619,2023-07-09 07:34:18,2023-07-09 08:12:14,,Marina Bay,3.3,7.69,,CASH,4
SG-TX-101620,2027-12-28 13:20:00,2027-12-28 14:16:43,Jurong West,Kallang,7.86,7.95,,GrabPay,3
SG-TX-101621,2024-03-18 06:49:07,2024-03-18 07:30:21,Sengkang,Paya Lebar,11.06,9.19,,cash,4
SG-TX-101622,2023-06-21 21:05:25,2023-06-21 22:01:57,Marina Bay,Raffles Place,7.81,8.77,,Cash Payment,3
SG-TX-101623,2027-12-28 13:20:00,2027-12-28 13:28:05,Jurong East,Kallang,19.2,14.18,,Grab,4
SG-TX-101624,2023-08-07 13:03:30,2023-08-07 13:37:46,Clementi,Newton,6.51,8.0,,Credit Card,2
SG-TX-101625,2022-08-25 04:23:03,2022-08-25 05:10:59,Clementi,Marina Bay,2.58,7.19,,Cash,2
SG-TX-101626,2023-10-18 08:56:12,2023-10-18 09:36:31,Holland Village,,10.64,9.6,,Cash Payment,1
SG-TX-101627,2024-03-27 17:50:30,2024-03-27 18:43:55,Ang Mo Kio,Holland Village,19.45,12.9,,Cash Payment,1
SG-TX-101628,2023-01-19 05:52:56,2023-01-19 06:23:22,Pasir Ris,Bishan,21.34,15.36,,GRAB,4
SG-TX-101629,2022-05-24 17:54:20,2022-05-24 18:36:52,Bugis,Punggol,18.47,12.07,,Mastercard,2
SG-TX-101630,2023-02-28 23:20:23,2023-02-28 23:48:28,Holland Village,Ang Mo Kio,14.17,10.33,,Cash,1
SG-TX-101631,2022-08-06 15:32:40,2022-08-06 16:25:37,Chinatown,Punggol,18.24,14.69,4.87,Mastercard,2
SG-TX-101632,2023-02-14 20:05:50,2023-02-14 20:17:24,Bukit Timah,Queenstown,17.19,14.07,,Cash Payment,2
SG-TX-101633,2023-11-19 00:00:15,2023-11-19 00:19:13,Sengkang,Hougang,6.24,6.7,,CASH,3
SG-TX-101634,2022-05-05 06:43:54,2022-05-05 06:54:13,Bishan,Queenstown,13.99,9.52,,Cash,1
SG-TX-101635,2024-03-30 00:11:05,2024-03-30 00:54:41,Bishan,Holland Village,19.38,14.82,1.55,Mastercard,1
SG-TX-101636,2022-09-04 04:14:12,2022-09-04 04:32:00,Bishan,Clementi,8.27,8.82,,Cash,3
SG-TX-101637,2024-09-07 13:52:12,2024-09-07 14:14:38,Raffles Place,Paya Lebar,16.52,11.81,,Cash,1
SG-TX-101638,2024-03-13 18:12:02,2024-03-13 19:03:02,Tiong Bahru,Buona Vista,12.3,8.95,,Mastercard,2
SG-TX-101639,2022-10-26 18:06:54,2022-10-26 18:31:42,Changi Airport,Novena,12.83,10.17,,Mastercard,3
SG-TX-101640,2023-09-10 07:08:29,2023-09-10 07:21:30,Buona Vista,Changi Airport,2.71,5.09,,Cash,3
SG-TX-101641,2022-05-02 08:29:27,2022-05-02 08:35:36,Tiong Bahru,Kallang,16.82,10.47,,Cash,1
SG-TX-101642,2022-04-20 07:32:33,2022-04-20 07:50:01,Bukit Timah,Kallang,21.71,13.86,,Cash,3
SG-TX-101643,2024-11-13 19:51:04,2024-11-13 20:46:22,Pasir Ris,Buona Vista,3.97,6.08,,credit card,1
SG-TX-101644,2024-05-29 11:09:12,2024-05-29 11:44:22,Newton,Buona Vista,9.47,7.6,,credit card,1
SG-TX-101645,2022-06-19 05:56:41,2022-06-19 06:56:23,Kallang,Raffles Place,1.69,6.02,,CASH,1
SG-TX-101646,2022-11-06 19:51:30,2022-11-06 20:08:19,Chinatown,Bukit Timah,1.23,6.38,,GRAB,3
SG-TX-101647,2022-08-05 15:25:56,2022-08-05 15:50:15,Ang Mo Kio,Bukit Timah,24.75,16.49,,credit card,3
SG-TX-101648,2023-03-10 02:19:10,2023-03-10 02:33:08,,Changi Airport,12.59,9.15,,cash,0
SG-TX-101649,2022-11-16 07:07:47,2022-11-16 07:34:41,Novena,Little India,9.21,9.18,,Cash Payment,1
SG-TX-101650,2022-12-26 13:21:41,2022-12-26 13:57:39,Queenstown,Ang Mo Kio,7.23,7.27,,CASH,2
SG-TX-101651,2023-08-04 05:06:36,2023-08-04 05:56:02,Woodlands,Queenstown,24.51,13.08,,CASH,1
SG-TX-101652,2022-07-27 04:51:54,2022-07-27 05:17:08,,Changi Airport,6.68,7.92,1.97,Card,2
SG-TX-101653,2024-08-25 13:50:37,2024-08-25 14:38:03,Woodlands,Clementi,18.28,12.35,,cash,1
SG-TX-101654,2024-03-08 12:08:40,2024-03-08 12:48:06,Bukit Timah,Toa Payoh,7.45,11.14,,Grab,3
SG-TX-101655,2024-04-13 13:24:09,2024-04-13 13:45:11,Orchard,Bishan,2.23,7.09,,VISA,4
SG-TX-101656,2022-07-05 17:55:45,2022-07-05 18:50:55,Paya Lebar,Little India,17.24,12.72,,credit card,4
SG-TX-101657,2024-02-16 03:22:34,2024-02-16 03:51:27,Sengkang,Buona Vista,0.54,4.52,,GRAB,1
SG-TX-101658,2024-07-05 12:35:11,2024-07-05 12:48:29,Novena,Bugis,17.06,11.82,2.18,credit card,1
SG-TX-101659,2022-07-11 23:56:58,2022-07-12 00:54:54,Paya Lebar,Ang Mo Kio,6.63,-39.16,,Grab,1
SG-TX-101660,2024-04-03 09:37:04,2024-04-03 10:32:18,Jurong East,Hougang,18.78,9.74,,nets,4
SG-TX-101661,2023-01-28 00:29:02,2023-01-28 00:36:45,Bukit Timah,Pasir Ris,19.36,11.3,1.97,VISA,4
SG-TX-101662,2024-05-13 04:29:06,2024-05-13 05:23:44,Little India,Bedok,18.24,12.04,,Cash Payment,1
SG-TX-101663,2023-06-09 07:57:47,2023-06-09 08:54:53,Bishan,Orchard,1.1,3.9,,Card,4
SG-TX-101664,2024-05-29 05:17:51,2024-05-29 06:08:26,Raffles Place,Punggol,17.74,11.07,,Cash,3
SG-TX-101665,2022-06-11 13:53:32,2022-06-11 14:12:33,Novena,Orchard,24.76,14.67,2.46,Credit Card,1
SG-TX-101666,2023-03-03 10:21:42,2023-03-03 11:01:25,Clementi,Jurong East,6.44,6.48,,Card,2
SG-TX-101667,2022-10-27 16:17:41,2022-10-27 16:52:17,Chinatown,Novena,7.22,6.16,2.53,VISA,2
SG-TX-101668,2022-09-30 04:58:16,2022-09-30 05:37:22,Jurong East,Bukit Timah,20.43,12.58,,Grab,4
SG-TX-101669,2022-12-04 22:23:47,2022-12-04 23:02:41,Queenstown,Hougang,4.43,8.48,,CASH,1
SG-TX-101670,2023-02-24 03:32:12,2023-02-24 04:12:21,Holland Village,Little India,16.68,12.4,0.83,credit card,1
SG-TX-101671,2022-05-20 11:52:23,2022-05-20 12:25:39,Serangoon,Holland Village,19.0,-43.87,,CASH,3
SG-TX-101672,2024-02-14 23:06:02,2024-02-14 23:49:00,Woodlands,Little India,1.41,4.43,,GRAB,2
SG-TX-101673,2023-08-27 01:30:17,2023-08-27 02:04:14,Novena,Buona Vista,14.07,10.19,0.91,Card,2
SG-TX-101674,2024-06-27 21:06:29,2024-06-27 21:12:23,Changi Airport,Bedok,14.61,9.32,,Cash,4
SG-TX-101675,2024-02-12 17:03:42,2024-02-12 17:10:38,Jurong East,Pasir Ris,7.93,6.32,1.24,Credit Card,4
SG-TX-101676,2022-06-13 08:26:25,2022-06-13 09:24:06,Tampines,Pasir Ris,21.97,15.3,,Cash Payment,3
SG-TX-101677,2022-03-18 15:28:53,2022-03-18 16:23:53,Buona Vista,Novena,4.49,5.29,0.55,Credit Card,4
SG-TX-101678,2023-04-09 09:33:27,2023-04-09 10:10:39,Changi Airport,Clementi,9.42,6.5,,Mastercard,4
SG-TX-101679,2023-06-12 07:27:43,2023-06-12 07:42:19,Newton,,21.29,13.42,2.22,Card,3
SG-TX-101680,2022-09-21 07:31:48,2022-09-21 08:19:46,Toa Payoh,Woodlands,5.17,6.4,,VISA,4
SG-TX-101681,2024-05-07 07:16:59,2024-05-07 07:29:51,Pasir Ris,Tampines,20.62,10.22,,GRAB,1
SG-TX-101682,2023-09-30 09:56:46,2023-09-30 10:22:31,Buona Vista,Kallang,2.44,4.94,,GrabPay,1
SG-TX-101683,2024-03-30 19:07:56,2024-03-30 19:31:04,Chinatown,Paya Lebar,12.49,10.82,2.68,Credit Card,4
SG-TX-101684,2022-04-30 11:24:42,2022-04-30 11:30:22,,Hougang,2.35,5.63,,Card,1
SG-TX-101685,2024-06-12 07:40:57,2024-06-12 08:30:20,Chinatown,Punggol,17.11,14.94,,Mastercard,3
SG-TX-101686,2022-08-14 21:00:10,2022-08-14 21:33:12,Jurong East,Toa Payoh,19.87,14.72,,GrabPay,2
SG-TX-101687,2023-05-07 06:31:17,2023-05-07 06:53:40,Serangoon,Marina Bay,21.32,15.67,,Grab,4
SG-TX-101688,2023-04-27 13:13:44,2023-04-27 13:46:37,Jurong East,Sengkang,24.54,19.14,,cash,3
SG-TX-101689,2024-06-18 07:56:00,2024-06-18 08:01:00,Orchard,Bukit Timah,16.96,12.67,,CASH,1
SG-TX-101690,2022-10-31 10:10:33,2022-10-31 10:39:35,Bedok,Holland Village,19.34,12.85,,Cash,2
SG-TX-101691,2022-09-21 20:46:07,2022-09-21 21:19:41,Bukit Timah,Tiong Bahru,12.89,11.16,,Cash Payment,3
SG-TX-101692,2027-12-28 13:20:00,2027-12-28 13:43:41,Buona Vista,Punggol,22.86,13.35,3.81,Card,4
SG-TX-101693,2023-01-31 10:45:39,2023-01-31 11:36:19,Woodlands,Kallang,16.27,11.38,,Cash,4
SG-TX-101694,2022-07-19 03:03:26,2022-07-19 03:22:10,Orchard,Paya Lebar,22.15,12.89,,Mastercard,4
SG-TX-101695,2022-07-13 06:51:25,2022-07-13 07:03:59,Chinatown,Paya Lebar,6.27,7.32,,Cash Payment,4
SG-TX-101696,2022-09-11 13:07:46,2022-09-11 13:41:46,Changi Airport,Orchard,12.67,8.62,,cash,4
SG-TX-101697,2023-05-28 08:42:47,2023-05-28 09:36:35,Bukit Timah,Pasir Ris,18.38,11.14,0.71,Mastercard,3
SG-TX-101698,2023-01-12 07:37:43,2023-01-12 08:03:21,Punggol,Tampines,5.47,6.98,4.21,Card,2
SG-TX-101699,2023-03-06 16:44:48,2023-03-06 16:52:21,Hougang,Raffles Place,5.68,6.25,1.12,credit card,3
SG-TX-101700,2024-02-28 02:02:56,2024-02-28 03:01:16,Marina Bay,,24.46,12.02,,GRAB,4
SG-TX-101701,2022-09-22 01:20:48,2022-09-22 01:50:14,Kallang,Tiong Bahru,11.15,6.73,,NETS,2
SG-TX-101702,2024-09-24 05:48:27,2024-09-24 06:02:57,Tiong Bahru,Marina Bay,4.95,4.41,4.64,credit card,4
SG-TX-101703,2024-04-03 22:50:23,2024-04-03 23:29:14,Hougang,Novena,8.62,6.45,,Cash Payment,3
SG-TX-101704,2022-07-11 10:58:25,2022-07-11 11:20:59,Newton,Tiong Bahru,10.24,9.13,,Cash Payment,1
SG-TX-101705,2022-12-10 23:25:31,2022-12-11 00:22:05,Bedok,Bukit Timah,15.77,11.32,,nets,4
SG-TX-101706,2022-07-21 04:08:01,2022-07-21 04:29:11,Paya Lebar,Serangoon,23.11,15.9,0.75,Credit Card,4
SG-TX-101707,2022-10-26 23:50:42,2022-10-27 00:25:57,Paya Lebar,Changi Airport,24.67,16.13,,GRAB,3
SG-TX-101708,2023-02-05 14:01:04,2023-02-05 14:35:56,Jurong East,Marina Bay,16.47,12.92,3.54,credit card,1
SG-TX-101709,2022-05-24 10:56:21,2022-05-24 11:14:41,Punggol,Pasir Ris,17.65,12.75,,cash,1
SG-TX-101710,2022-01-16 19:40:40,2022-01-16 20:13:07,Sengkang,Hougang,8.38,7.99,4.54,Credit Card,4
SG-TX-101711,2023-04-26 22:45:57,2023-04-26 22:56:56,Pasir Ris,Marina Bay,21.5,15.22,,GrabPay,1
SG-TX-101712,2024-02-08 06:52:09,2024-02-08 07:32:33,Tiong Bahru,Buona Vista,5.84,7.91,,Grab,2
SG-TX-101713,2022-11-29 01:10:53,2022-11-29 01:57:35,Sengkang,Novena,3.11,5.86,,CASH,3
SG-TX-101714,2024-08-01 01:27:44,2024-08-01 02:24:59,Clementi,Pasir Ris,24.34,-25.01,2.03,credit card,1
SG-TX-101715,2023-02-09 17:21:10,2023-02-09 17:44:05,Pasir Ris,Little India,21.67,10.13,,Cash Payment,4
SG-TX-101716,2024-09-14 06:34:01,2024-09-14 06:54:42,Queenstown,Tampines,7.94,7.04,,Nets,3
SG-TX-101717,2022-09-16 15:40:19,2022-09-16 16:15:30,Tampines,Punggol,17.04,-4.6,,cash,1
SG-TX-101718,2023-08-15 02:37:54,2023-08-15 03:21:00,Tiong Bahru,Changi Airport,11.94,11.0,2.03,VISA,2
SG-TX-101719,2024-04-16 10:02:31,2024-04-16 11:02:06,Woodlands,Punggol,8.42,10.04,,Cash Payment,2
SG-TX-101720,2022-03-06 16:58:02,2022-03-06 17:04:24,Bukit Timah,Marina Bay,7.53,5.11,4.06,VISA,1
SG-TX-101721,2024-10-16 06:48:28,2024-10-16 07:06:34,,Ang Mo Kio,3.83,7.74,3.85,VISA,4
SG-TX-101722,2023-02-04 23:52:55,2023-02-05 00:12:20,Hougang,Bugis,13.96,8.42,,Cash Payment,2
SG-TX-101723,2023-06-30 17:35:58,2023-06-30 17:55:00,,Jurong East,11.44,7.34,,GrabPay,3
SG-TX-101724,2023-11-20 18:27:39,2023-11-20 18:58:09,Bukit Timah,Pasir Ris,13.05,9.42,,GrabPay,3
SG-TX-101725,2023-12-06 17:25:49,2023-12-06 18:18:49,Bukit Timah,Bedok,5.78,6.02,,Grab,1
SG-TX-101726,2022-01-26 22:34:35,2022-01-26 22:41:17,Bedok,Kallang,23.5,12.14,,CASH,3
SG-TX-101727,2024-08-08 10:05:58,2024-08-08 10:55:50,Ang Mo Kio,Hougang,16.15,12.14,3.02,credit card,2
SG-TX-101728,2023-11-15 11:17:33,2023-11-15 11:56:31,Queenstown,Chinatown,22.54,15.06,2.93,VISA,1
SG-TX-101729,2024-12-30 17:12:53,2024-12-30 17:51:43,Toa Payoh,Jurong West,3.18,6.91,4.79,credit card,2
SG-TX-101730,2027-12-28 13:20:00,2027-12-28 14:02:18,Paya Lebar,Chinatown,15.76,10.34,,Credit Card,3
SG-TX-101731,2023-11-04 09:56:15,2023-11-04 10:07:35,Queenstown,Tiong Bahru,21.31,13.43,,Credit Card,1
SG-TX-101732,2023-04-29 09:42:56,2023-04-29 10:29:00,Queenstown,Punggol,8.61,7.73,,cash,4
SG-TX-101733,2024-09-02 04:45:32,2024-09-02 05:04:10,,Bukit Timah,5.28,8.81,,credit card,3
